age,workclass,education,marital_status,occupation,race,sex,hours_per_week,income
34,2,2,4,4,0,1,70,0
33,3,7,4,5,0,1,45,0
62,2,6,4,5,0,1,15,1
30,3,4,0,4,1,0,40,0
22,3,4,0,4,0,0,40,0
34,3,3,1,1,0,1,40,0
43,3,2,3,1,0,0,60,0
25,3,5,0,1,0,1,40,0
35,3,2,3,2,0,0,40,0
28,3,3,0,2,1,0,40,0
28,3,4,1,3,0,0,45,0
25,3,2,0,1,1,0,25,0
40,3,2,4,1,0,1,40,1
35,3,1,4,1,1,1,40,0
48,2,1,0,1,0,1,50,0
63,2,2,4,1,0,1,20,0
31,3,5,4,4,0,0,40,1
36,3,3,4,1,0,1,45,0
39,3,4,4,1,0,1,40,0
24,3,2,0,2,1,0,40,0
32,1,5,0,5,0,1,35,0
46,3,1,4,1,0,0,40,0
19,3,2,0,3,0,1,35,0
30,3,4,0,2,1,1,40,0
35,3,3,0,1,0,1,40,0
23,0,5,0,0,0,1,55,0
33,3,2,4,1,0,1,55,0
25,3,2,2,1,0,1,40,0
64,1,2,4,2,1,1,35,1
18,3,2,0,2,1,0,20,0
59,3,1,4,1,0,1,40,0
45,1,2,1,2,1,0,40,0
30,3,8,0,5,0,0,15,0
24,3,1,0,1,0,0,40,0
22,3,2,0,2,0,0,35,0
49,2,4,4,1,1,1,56,1
35,3,1,4,1,0,1,40,0
48,1,7,0,5,0,0,40,0
18,3,1,0,3,0,0,20,0
35,3,4,4,1,0,1,40,0
27,3,2,0,4,0,1,40,0
28,3,5,0,1,1,1,60,0
21,0,4,0,0,1,1,40,0
26,3,4,0,2,1,0,50,0
44,3,5,4,5,0,1,40,1
39,3,2,2,1,1,1,40,0
40,1,5,1,1,0,1,40,0
70,2,5,4,5,0,1,35,1
34,3,7,0,4,0,0,50,0
34,3,3,1,4,1,1,40,0
66,3,4,4,4,0,1,50,0
40,3,2,2,1,1,1,40,0
61,2,2,4,4,0,1,40,1
59,2,1,4,1,0,1,40,0
28,0,7,0,0,1,0,40,0
47,3,2,4,1,0,1,40,1
33,1,5,4,5,0,1,60,1
18,3,1,0,2,0,1,20,0
25,3,1,0,1,0,1,40,0
22,3,4,0,4,0,1,20,0
40,1,5,4,2,1,1,40,1
68,0,2,4,0,0,1,25,0
30,3,3,1,4,0,0,40,0
73,2,1,4,1,0,1,99,1
45,2,1,4,1,0,1,10,0
23,3,1,0,4,1,1,35,0
40,3,5,4,3,0,1,45,1
39,3,5,4,4,0,1,40,1
23,3,4,4,1,0,1,40,0
51,3,2,1,1,1,1,40,0
53,3,2,4,1,0,1,45,0
24,3,5,0,2,0,1,35,0
53,3,5,1,4,0,1,40,0
49,2,8,4,5,0,1,60,0
34,3,2,4,1,0,1,40,0
37,2,2,4,1,0,1,47,0
40,1,3,4,1,0,1,40,0
23,1,4,0,5,0,0,6,0
36,3,7,0,4,0,1,50,1
35,3,5,0,2,1,0,40,0
53,1,5,1,4,1,0,50,1
42,1,4,1,1,0,1,65,1
32,3,7,4,4,0,0,40,0
33,3,2,1,4,1,0,65,0
59,3,2,0,1,1,1,60,0
36,3,4,4,1,0,1,44,0
37,2,6,4,5,0,1,40,1
31,3,4,0,3,0,1,45,0
46,3,5,4,2,0,1,40,0
44,1,5,0,5,1,0,38,0
27,3,5,4,4,0,1,60,1
29,2,2,0,1,0,1,40,0
39,3,4,4,4,0,1,40,0
62,2,2,4,1,0,1,65,0
48,2,7,3,4,0,0,40,1
42,3,2,0,4,1,0,25,0
60,1,7,4,5,0,1,48,1
35,3,5,0,4,0,0,40,0
39,3,4,0,1,0,1,40,0
34,2,3,4,4,0,0,36,0
22,3,4,0,4,1,1,22,0
18,0,2,3,0,0,1,40,0
44,3,3,4,1,0,1,40,1
44,1,2,1,4,0,0,40,0
49,1,5,1,4,0,0,40,0
21,3,2,0,1,0,1,50,0
49,3,3,0,3,1,1,40,0
52,3,1,2,1,0,1,40,0
39,1,5,4,5,0,1,40,1
23,3,5,0,5,0,1,40,0
54,3,2,4,1,0,1,49,0
31,3,2,1,2,0,0,25,0
30,1,7,0,4,1,0,20,0
21,3,4,0,3,0,1,40,0
38,1,5,4,2,1,1,40,1
51,3,4,4,1,0,1,40,1
34,2,8,4,5,0,1,50,1
22,3,5,0,4,0,0,30,0
20,0,4,0,0,0,0,45,0
26,3,5,0,4,0,1,55,0
26,3,4,0,2,0,0,35,0
41,3,4,4,1,0,1,40,1
35,3,5,4,3,0,1,40,1
27,1,4,0,1,0,1,40,0
65,3,4,4,2,0,1,40,0
31,3,1,4,1,0,1,65,0
45,2,6,4,5,0,1,35,1
37,2,3,4,1,0,1,50,1
47,3,2,4,1,0,1,45,1
47,2,3,4,4,0,1,50,1
33,3,2,4,5,0,1,40,0
40,3,1,4,1,1,1,40,0
38,3,4,4,1,1,1,40,1
21,3,4,0,3,0,1,40,0
40,3,2,4,4,0,1,40,0
33,3,2,1,1,1,1,55,0
29,3,4,0,2,0,1,52,0
41,3,4,2,1,0,1,35,0
20,0,4,0,0,0,0,30,0
20,1,4,0,4,0,1,54,0
34,2,1,4,1,0,1,40,0
78,2,5,4,4,0,1,45,1
46,3,2,4,1,0,1,40,1
40,3,3,4,5,0,1,40,1
59,3,4,4,4,0,1,40,1
23,3,2,0,1,0,1,40,0
23,3,4,0,4,0,1,24,0
47,2,4,4,1,0,1,30,0
31,1,5,4,2,0,1,38,1
42,2,4,4,1,0,1,56,1
46,1,2,1,5,0,0,40,0
29,3,2,1,1,0,1,44,0
21,3,2,4,4,0,1,40,0
55,3,2,4,1,0,1,40,1
38,3,3,0,2,0,0,40,0
44,1,7,4,4,0,1,40,0
61,2,4,1,4,0,1,50,1
38,1,5,0,4,0,1,40,0
50,2,5,4,5,0,1,45,1
53,3,7,4,5,0,1,40,1
37,3,2,4,1,1,1,36,1
49,3,7,4,4,0,1,45,1
30,3,4,4,1,0,1,40,1
19,3,3,0,5,0,0,40,0
59,2,2,1,5,0,1,20,0
43,3,5,4,4,0,1,40,0
29,1,5,4,5,0,1,60,0
49,3,6,4,5,0,1,45,0
36,3,2,1,1,0,1,50,0
26,3,1,0,2,1,1,32,0
18,3,4,0,3,0,0,20,0
60,3,4,3,3,0,0,15,0
43,3,2,1,4,0,0,40,0
42,3,2,0,2,0,0,40,0
41,3,2,1,3,0,1,50,0
55,2,7,4,5,0,1,40,1
31,3,5,0,4,0,0,40,0
20,3,4,0,1,0,1,40,0
37,3,7,4,4,0,1,40,1
51,2,4,4,1,0,1,55,0
28,3,4,4,3,0,1,55,1
24,3,3,0,3,0,0,40,0
21,1,4,0,4,0,0,30,0
21,3,2,0,3,0,1,50,0
20,0,4,0,0,0,0,40,0
35,3,2,1,4,0,0,45,0
30,3,4,4,1,0,1,40,0
44,2,2,4,1,0,1,30,0
45,3,5,4,1,1,1,40,1
42,3,1,4,4,0,1,40,0
36,0,2,1,0,0,0,40,0
32,3,5,1,4,0,0,40,0
33,3,2,0,1,0,1,40,0
27,3,1,4,1,0,1,32,0
17,3,1,0,2,0,0,15,0
45,1,2,0,4,0,0,40,0
41,3,5,4,5,0,1,40,0
19,3,4,0,1,0,0,35,0
45,3,3,1,2,0,0,8,0
41,2,8,4,5,0,1,70,1
34,1,2,4,2,0,0,35,0
33,3,5,0,4,0,1,60,1
17,0,1,0,0,1,0,20,0
51,3,5,1,3,0,0,60,0
33,3,2,1,1,0,1,20,0
23,3,4,0,1,0,0,18,0
52,3,5,4,5,0,1,30,1
36,0,4,1,0,0,0,32,0
25,3,2,0,4,1,0,40,0
38,0,4,4,0,0,0,20,0
64,2,1,2,1,0,1,45,0
42,3,7,4,5,0,1,40,1
29,3,2,0,1,0,1,40,0
26,1,5,0,5,0,0,38,0
38,0,2,4,0,0,1,24,0
24,3,1,0,2,0,1,30,0
43,1,4,4,4,0,1,40,1
38,3,1,4,1,0,1,40,1
28,3,5,4,3,0,1,45,1
18,0,4,0,0,0,0,25,0
44,3,3,4,1,1,1,40,0
81,0,2,4,0,0,1,18,0
55,3,2,4,4,0,1,40,1
52,3,1,3,2,1,0,40,0
31,3,5,4,5,0,1,40,1
35,3,2,1,4,0,0,40,0
39,3,2,0,1,1,0,36,0
27,3,2,0,1,0,1,40,0
23,1,4,0,4,0,1,15,0
26,3,1,2,1,0,1,50,0
33,3,3,0,2,0,1,40,0
39,3,4,0,1,0,0,40,0
44,3,2,1,1,0,1,40,0
38,3,2,1,4,0,0,40,0
18,3,1,0,2,0,1,15,0
54,3,2,3,2,0,0,15,0
45,3,2,0,4,1,0,40,0
43,3,7,4,4,1,1,40,1
23,1,5,0,5,0,0,40,0
37,3,4,0,4,0,1,40,0
33,2,1,4,1,0,1,50,0
45,3,5,4,1,0,1,50,1
32,2,5,0,4,0,1,55,0
47,3,1,4,1,0,1,40,0
44,3,3,4,5,0,1,40,1
22,3,2,0,1,0,1,40,0
17,3,1,0,3,0,1,30,0
64,2,8,4,4,0,1,60,1
30,1,5,4,2,0,1,45,1
51,3,5,4,5,0,1,70,1
26,1,2,0,2,0,1,40,0
31,3,4,0,3,0,0,40,0
50,3,1,4,1,0,1,40,0
18,0,4,0,0,0,1,10,0
63,3,2,0,4,0,0,40,0
48,3,3,4,4,0,1,43,1
37,2,5,4,3,0,1,50,1
51,0,2,4,0,0,1,28,0
29,3,2,0,4,0,0,38,0
69,3,7,4,5,0,1,25,0
56,3,2,4,1,0,1,60,0
26,0,5,4,0,0,0,40,0
39,1,7,4,5,0,1,40,1
42,2,2,2,2,0,0,22,0
41,1,2,4,2,0,1,40,1
45,3,2,4,1,0,1,40,1
23,3,4,0,4,0,1,40,0
29,3,5,0,5,0,1,50,1
34,3,4,4,1,0,1,50,0
31,0,5,4,0,0,0,20,1
46,1,5,4,5,0,0,40,1
46,0,2,4,1,0,0,25,0
33,3,1,2,2,0,0,40,0
46,3,3,4,4,0,1,40,0
26,3,2,0,2,1,0,40,0
49,1,5,1,5,0,0,50,0
66,0,2,3,0,1,0,35,0
55,1,2,4,2,0,0,40,1
35,3,2,4,1,0,1,40,0
27,3,4,1,4,0,0,40,0
31,3,2,0,4,0,0,40,0
47,3,4,2,4,0,0,16,0
48,2,2,4,1,0,1,40,1
27,3,4,0,4,0,0,56,0
38,3,2,1,4,0,0,40,0
27,3,2,4,4,0,0,40,0
23,0,3,0,0,0,1,20,0
17,3,1,0,2,0,1,15,0
44,1,5,4,4,0,1,40,1
26,3,2,4,3,0,1,48,0
37,3,2,0,1,0,0,40,0
49,3,5,4,4,0,1,55,1
42,3,2,4,1,0,1,40,1
26,3,5,0,5,0,0,40,0
73,0,3,4,0,0,0,32,0
44,3,4,4,1,0,1,40,0
47,3,7,0,5,0,0,40,0
28,0,4,1,0,0,0,20,0
49,3,4,1,2,0,1,40,0
17,3,2,0,3,0,0,20,0
42,3,4,1,5,0,1,40,0
30,3,1,4,1,0,1,40,0
36,1,3,4,2,1,1,37,0
53,3,5,0,5,0,0,40,0
23,3,2,4,1,1,1,40,0
35,3,2,1,2,0,0,40,0
32,3,1,0,1,1,1,60,1
39,3,5,3,5,0,0,50,1
40,3,7,4,5,0,1,60,0
28,3,4,4,4,0,1,40,0
32,3,2,0,1,0,1,40,0
42,3,4,0,4,0,0,40,0
35,3,5,0,4,0,0,43,0
35,3,1,0,1,1,0,40,0
21,3,2,0,1,0,1,40,0
71,3,1,3,4,0,1,40,1
31,3,2,2,2,0,1,40,0
25,1,4,0,4,1,0,40,0
35,3,2,0,4,0,0,40,0
24,3,2,0,2,0,1,25,0
69,3,4,4,3,0,1,25,0
35,2,7,4,3,1,1,40,1
35,3,5,4,3,0,1,40,0
42,3,5,0,3,0,1,50,1
51,3,3,4,2,0,1,40,1
48,3,2,1,1,0,1,44,0
49,3,3,4,4,0,1,40,0
53,3,3,4,4,0,1,99,0
43,3,4,4,4,0,1,40,0
53,3,5,4,4,0,1,40,1
35,3,2,0,1,0,1,40,0
36,3,2,0,2,0,0,40,0
34,1,7,0,5,0,0,40,0
48,3,4,4,2,0,1,40,1
53,3,2,1,4,0,0,40,0
37,3,4,1,1,0,1,40,0
49,1,6,1,4,0,0,40,0
30,0,4,4,0,0,1,40,0
41,3,2,4,1,0,1,40,0
25,3,4,0,2,0,0,40,0
24,3,4,4,1,0,1,65,0
34,3,2,0,1,0,1,40,0
29,3,2,0,1,0,0,42,0
23,3,5,0,2,1,0,45,0
46,3,4,2,3,0,1,42,0
20,3,4,0,2,0,0,15,0
63,3,1,4,1,0,1,40,0
40,2,7,4,3,0,1,50,0
33,3,3,1,5,0,1,50,0
24,1,4,0,4,1,0,40,0
36,3,4,0,2,0,1,45,0
25,3,2,0,5,0,1,40,0
54,1,1,4,2,0,1,40,0
50,2,5,1,3,0,1,50,0
58,1,5,4,4,0,1,40,0
17,3,1,0,2,0,1,20,0
40,3,2,4,4,0,1,50,1
27,3,5,0,3,0,1,40,0
20,3,2,2,3,0,0,26,0
22,3,1,4,1,0,1,35,0
80,2,1,4,4,0,1,25,0
52,3,2,1,1,0,1,45,0
40,1,5,4,4,0,1,48,1
48,3,1,2,1,0,0,48,0
62,3,2,4,1,0,1,25,0
32,3,3,4,2,0,1,42,1
21,0,4,0,0,0,0,28,0
58,1,5,4,4,0,1,40,1
37,2,7,4,4,0,1,60,1
29,2,8,4,5,0,1,35,1
25,3,2,0,2,0,1,40,0
26,3,4,0,1,0,1,40,0
50,3,4,4,3,0,1,50,0
30,1,5,4,5,0,1,40,1
30,1,5,4,5,0,1,80,0
59,3,2,3,2,0,0,10,0
36,3,2,0,1,0,1,40,0
37,3,7,4,4,0,1,50,1
42,3,5,4,4,0,0,40,1
34,3,5,4,4,1,1,45,1
27,2,1,4,1,0,1,40,0
39,3,5,4,2,0,1,50,1
41,3,3,4,2,1,1,60,1
34,2,5,4,1,1,1,70,1
41,3,4,4,4,0,1,40,0
50,3,4,1,4,1,0,40,0
18,3,2,0,1,0,0,28,0
23,3,5,0,4,0,0,15,0
26,3,2,4,1,0,1,48,0
38,3,4,4,1,0,1,60,1
27,3,4,4,5,0,1,88,0
21,3,1,0,1,1,1,40,0
41,3,2,4,2,0,1,40,0
42,2,3,1,1,1,1,35,0
25,3,1,0,1,0,1,40,0
43,3,5,4,3,0,1,40,1
23,3,4,0,1,0,1,15,0
40,1,5,4,5,0,1,40,1
23,3,4,0,3,1,1,9,0
18,3,1,0,2,0,0,20,0
37,3,5,0,4,0,1,50,0
58,3,1,4,1,1,1,40,0
36,3,4,0,1,0,1,40,0
36,3,3,4,5,0,1,40,1
25,3,3,4,5,0,0,40,1
62,3,5,4,4,0,1,40,1
34,3,4,4,1,0,1,40,0
27,3,5,0,5,0,0,36,0
23,3,2,0,3,0,1,35,0
55,3,2,1,4,0,0,40,0
42,3,2,4,1,0,1,40,0
22,3,2,0,4,1,0,38,0
44,3,3,4,3,0,1,40,1
42,1,4,4,1,0,1,40,0
21,3,2,0,4,0,1,40,0
25,3,3,1,4,1,0,45,0
31,3,1,2,1,0,1,35,0
42,3,4,1,1,0,1,38,0
26,3,1,4,1,0,1,20,0
62,3,4,4,4,0,1,98,1
28,3,5,4,4,0,1,50,1
34,3,7,4,4,0,1,40,0
51,3,5,4,1,0,1,40,0
45,1,7,4,5,0,0,45,1
44,3,4,4,1,0,1,50,1
47,0,1,4,0,0,1,10,0
35,3,4,4,1,0,1,40,0
46,3,1,4,1,0,1,40,0
46,3,3,0,2,0,1,56,0
46,3,5,4,4,0,1,53,1
66,2,5,4,4,0,1,8,1
34,1,2,2,4,0,0,20,0
26,3,3,4,3,0,1,40,0
29,3,2,4,1,0,1,40,1
30,3,2,0,2,1,1,40,0
23,3,5,0,4,0,0,40,0
46,3,1,4,1,0,0,40,0
44,0,1,4,0,0,1,40,0
54,3,7,4,3,0,1,68,1
54,2,1,4,1,0,1,60,0
71,3,1,3,3,0,0,13,0
51,3,1,4,1,0,1,45,0
32,3,2,0,1,0,1,40,0
75,0,2,4,0,0,0,14,0
57,3,1,4,1,0,1,40,0
34,3,1,0,1,0,1,40,0
40,3,5,1,3,0,1,40,1
21,3,2,0,4,0,0,40,0
50,3,7,4,5,0,1,40,1
32,3,3,0,1,0,1,44,0
37,1,5,4,5,0,0,50,1
19,3,1,4,1,0,1,99,0
64,3,2,3,4,0,0,30,0
17,3,1,0,2,1,1,20,0
37,3,3,4,2,0,1,40,0
32,3,4,0,1,0,1,45,0
20,3,4,0,2,1,1,20,0
39,2,8,0,5,0,1,40,1
18,3,1,0,1,0,1,40,0
42,3,7,4,5,0,1,50,1
43,3,4,4,3,0,1,40,1
42,3,5,4,4,0,1,55,1
53,1,5,4,5,0,0,60,1
52,3,2,4,3,0,1,40,0
51,3,1,0,1,0,1,40,0
77,2,4,4,3,0,1,8,0
25,3,4,0,3,1,0,30,0
38,1,4,0,5,0,1,40,0
20,3,2,0,2,0,1,40,0
23,3,2,0,1,0,1,30,0
27,3,2,0,4,0,0,40,0
19,3,1,0,2,0,0,40,0
41,3,5,4,3,0,1,40,1
47,1,4,4,4,1,1,40,0
72,0,5,2,0,0,0,7,0
42,3,7,0,4,0,0,40,0
36,3,5,4,3,0,1,40,1
42,2,7,4,1,0,1,60,1
24,3,5,0,4,0,0,40,0
22,3,2,0,1,0,1,40,0
29,3,1,4,2,0,1,40,0
42,3,6,4,4,0,1,40,1
24,3,5,0,5,0,1,20,0
41,3,4,4,4,0,1,45,1
29,3,2,0,2,1,1,40,0
36,3,2,1,1,0,1,40,0
78,2,2,3,3,0,1,45,1
43,3,3,4,2,0,0,32,1
34,1,4,2,4,0,0,40,0
20,0,4,0,0,0,0,40,0
24,3,1,4,1,0,1,40,0
36,1,3,4,2,0,1,40,0
49,3,4,4,3,0,1,44,0
21,3,1,0,1,0,1,40,0
51,3,3,2,2,1,0,40,0
30,3,2,4,2,0,1,40,0
37,3,2,0,1,0,1,40,0
30,3,3,0,4,0,0,40,0
20,0,4,0,0,1,1,10,0
46,3,2,4,1,0,1,40,0
24,1,2,0,2,0,1,40,0
32,3,5,4,3,0,1,42,1
36,3,4,1,5,0,1,50,0
30,3,1,4,1,0,0,40,0
60,1,4,4,1,0,1,40,0
56,1,4,1,4,0,0,40,0
57,3,1,4,1,0,1,40,0
61,1,5,4,4,0,0,40,0
50,3,2,4,1,0,1,40,1
56,2,2,4,4,0,1,48,0
61,2,4,4,3,0,1,35,1
45,3,7,1,4,0,1,70,1
31,3,7,4,5,0,1,40,1
60,2,2,0,4,1,1,50,1
26,3,4,4,5,0,1,40,0
56,2,1,4,2,0,0,40,0
45,3,1,3,2,0,0,40,0
28,3,3,0,4,0,1,65,1
45,2,4,4,4,1,1,40,0
58,3,1,4,1,0,1,40,0
38,3,3,0,2,0,0,40,0
23,3,5,0,4,0,0,40,0
49,3,2,4,1,0,1,40,1
19,3,4,0,3,0,0,25,0
22,3,2,0,2,0,1,40,0
23,3,2,4,1,0,1,50,0
23,3,2,4,4,0,0,40,0
40,3,2,4,1,0,1,25,0
55,1,5,0,5,0,0,40,0
34,1,3,0,5,0,0,40,0
21,3,2,4,1,1,1,40,0
28,3,2,0,2,0,0,40,0
43,1,5,4,2,1,1,40,0
17,3,1,0,1,0,1,20,0
51,2,1,3,1,0,0,40,0
37,3,2,4,3,0,1,40,1
54,2,5,4,3,0,1,50,1
24,3,5,0,3,0,1,30,0
35,3,2,4,1,0,1,40,1
48,3,2,0,1,1,0,40,0
23,3,3,0,1,0,1,40,0
24,3,2,0,2,0,0,45,0
24,3,3,0,4,0,0,20,0
50,3,1,4,1,0,1,40,0
34,3,2,4,1,0,1,40,1
45,3,2,1,4,0,0,40,0
36,3,1,0,1,0,1,40,0
33,3,5,4,4,0,1,45,1
21,3,2,0,2,0,0,20,0
32,3,2,4,1,0,1,40,0
22,3,1,0,1,0,1,40,0
53,3,2,4,2,0,1,40,1
36,3,2,4,1,0,1,40,0
22,3,5,0,3,0,1,40,0
47,3,2,4,2,1,0,40,0
25,0,4,0,0,1,0,20,0
30,3,2,1,1,0,0,20,0
49,0,2,3,0,1,0,40,0
23,3,4,0,3,0,1,40,0
40,3,1,2,1,0,1,35,0
45,1,3,1,2,0,1,40,0
61,1,5,4,5,0,1,42,0
35,3,2,1,4,0,0,55,0
20,3,4,0,2,0,0,25,0
27,3,1,0,4,0,1,60,0
23,3,2,0,4,0,0,40,0
25,3,5,4,5,0,1,40,0
65,1,4,3,4,0,0,35,0
25,3,2,0,4,1,0,40,0
49,3,5,4,3,1,1,50,1
45,3,5,1,4,0,0,40,0
46,3,7,1,4,0,0,45,0
67,3,2,3,3,0,0,32,0
40,3,2,3,1,0,0,40,0
51,3,4,4,4,0,1,60,1
44,2,5,4,4,0,1,50,1
35,3,2,4,1,0,1,60,0
28,3,4,0,3,0,1,40,0
44,3,2,1,1,0,0,48,0
37,3,4,4,1,0,1,50,1
54,3,4,4,1,0,1,45,1
33,1,6,4,5,0,0,40,1
46,3,2,1,4,0,0,40,0
45,3,7,4,4,0,1,40,0
27,3,3,0,4,0,1,40,0
49,3,7,4,3,0,1,50,1
51,3,2,1,3,0,1,45,0
27,3,2,4,1,0,1,40,0
36,3,2,4,1,0,1,40,0
59,3,5,4,5,0,1,40,1
24,3,4,0,3,0,0,15,0
66,0,3,3,0,0,0,40,0
31,3,2,0,2,0,0,38,0
35,1,8,0,5,1,0,60,1
34,3,5,4,2,1,0,50,1
50,3,4,4,2,1,1,70,1
43,2,2,4,3,0,1,50,0
21,3,1,0,1,0,1,30,0
33,3,1,0,2,0,1,45,0
48,3,4,1,4,0,0,38,0
22,3,2,0,2,0,0,36,0
29,3,7,4,4,1,1,40,0
42,2,3,4,5,0,1,40,0
28,2,2,4,1,0,1,50,0
36,3,2,0,5,0,0,38,0
66,1,2,3,2,0,0,25,0
44,3,5,4,5,0,0,20,0
45,1,4,1,4,1,0,40,0
49,3,2,1,2,1,0,40,0
36,3,5,1,5,0,0,45,0
48,3,1,4,1,0,1,60,0
19,3,2,0,1,0,1,40,0
36,3,5,4,4,0,1,40,1
41,3,7,4,4,0,1,45,1
32,3,4,4,3,0,1,50,0
49,3,2,4,1,0,1,40,1
51,2,2,4,4,0,0,40,0
20,3,4,1,2,0,0,29,0
39,3,5,0,4,0,0,40,0
38,3,2,4,2,0,1,40,1
19,3,4,0,2,0,0,25,0
29,1,5,0,1,0,1,40,0
52,2,2,4,3,1,1,40,1
22,3,3,0,1,0,1,44,0
44,2,4,4,4,0,1,80,0
43,3,2,1,1,0,1,40,0
41,1,4,4,1,0,1,40,0
63,0,2,4,0,0,1,40,0
40,3,3,2,3,1,1,44,0
40,3,5,0,4,0,1,30,0
18,3,1,0,3,0,0,15,0
57,2,6,4,5,1,1,50,1
54,1,5,4,4,1,1,40,1
44,3,5,1,5,0,0,40,0
20,3,4,0,3,0,1,30,0
40,3,4,4,2,0,0,40,0
29,3,4,0,1,0,1,40,0
22,3,5,0,4,0,1,40,0
44,3,7,4,4,0,1,40,1
45,3,4,1,3,0,1,45,0
52,3,5,4,5,0,1,40,1
57,3,2,2,1,0,1,40,0
51,1,2,1,2,0,1,40,0
23,3,5,0,3,1,1,10,0
22,3,3,4,2,0,1,44,0
37,3,4,1,4,0,0,40,1
58,1,2,1,4,1,0,40,0
61,3,1,3,1,0,1,20,0
30,3,7,0,5,0,0,45,0
23,3,4,0,4,0,0,40,0
30,3,1,1,2,1,1,40,0
18,3,2,0,2,0,1,25,0
34,3,4,4,2,0,0,12,0
23,3,2,0,1,1,1,40,0
23,3,4,0,2,0,0,10,0
57,3,5,4,3,0,1,55,1
58,3,2,4,4,0,1,45,1
59,2,2,4,1,0,1,40,1
27,3,5,4,4,0,1,40,0
50,3,5,4,1,0,1,45,1
44,1,7,1,5,0,0,16,0
25,3,5,0,2,0,0,40,0
33,3,2,1,2,0,0,30,0
22,3,4,0,2,0,1,35,0
21,3,4,0,1,0,1,30,0
44,3,1,4,5,0,0,36,1
50,3,4,4,3,1,1,50,1
44,3,2,4,1,0,1,45,0
53,0,2,4,0,0,1,40,1
41,3,5,4,4,0,1,50,1
54,1,4,3,4,0,0,40,0
60,2,1,4,1,0,1,40,0
58,3,7,1,5,0,1,20,0
27,3,4,4,2,0,1,40,0
43,3,2,0,4,0,0,60,0
33,1,3,4,1,0,1,40,0
24,3,4,4,1,0,1,65,0
41,3,2,0,1,0,1,40,0
21,3,2,0,1,0,1,40,0
39,3,4,4,1,1,1,40,0
27,2,5,0,4,0,0,40,0
50,3,2,4,1,0,1,40,0
20,3,2,0,1,0,1,40,0
46,1,5,4,4,0,1,40,1
49,3,1,4,1,0,1,40,0
35,1,5,4,4,0,0,35,1
56,2,4,4,2,0,1,45,1
41,1,7,1,5,0,1,40,0
41,2,4,1,1,0,1,50,0
42,3,2,4,1,0,1,40,0
58,1,1,4,1,0,1,40,0
43,3,4,4,4,0,1,40,0
25,3,2,1,2,0,0,40,0
57,3,2,1,4,0,0,42,0
49,3,1,3,1,0,0,40,0
23,3,4,4,1,0,1,40,0
59,3,2,4,1,0,1,40,0
50,3,4,4,1,0,1,70,1
33,3,5,0,5,0,0,45,0
52,3,7,4,2,0,1,45,0
37,2,2,4,1,0,1,40,1
30,2,2,1,4,0,0,40,0
39,2,2,1,1,0,1,60,0
54,1,4,1,1,0,1,42,0
52,3,2,4,3,0,1,45,1
22,1,2,0,2,0,1,56,0
19,0,4,0,0,0,1,25,0
65,3,2,4,3,0,1,10,1
32,3,5,0,4,0,1,40,0
25,3,1,0,1,0,1,40,0
34,3,4,0,1,0,1,40,0
47,3,3,0,2,0,0,55,0
24,3,2,0,1,0,1,98,0
63,1,8,1,4,0,0,60,1
48,3,1,0,2,0,0,35,0
26,3,2,0,3,0,0,50,0
28,3,4,2,1,0,1,40,0
23,3,2,0,2,1,1,12,0
57,2,6,4,5,1,1,50,1
64,1,5,1,2,0,1,40,0
28,3,5,0,4,0,1,50,1
28,3,1,4,3,0,1,40,0
34,3,4,4,1,0,1,40,0
38,2,1,4,4,0,1,45,1
44,3,3,4,1,0,1,60,1
34,3,3,0,5,0,0,20,0
18,3,2,4,1,0,1,25,0
36,3,1,4,1,1,1,40,0
73,2,2,4,1,1,1,40,0
24,3,2,0,2,0,1,40,0
29,1,5,4,4,1,1,40,1
33,3,4,4,5,0,1,40,0
57,1,2,2,4,1,0,35,0
41,3,3,0,1,0,0,40,0
55,3,1,3,1,1,0,35,0
21,3,1,4,1,0,1,40,0
36,2,7,4,5,0,1,45,1
26,3,4,0,5,1,1,50,0
32,0,5,4,0,0,0,20,1
40,3,4,1,2,0,0,40,0
32,3,2,4,1,0,1,40,0
21,3,4,0,2,0,0,40,0
59,1,4,4,4,0,1,40,0
29,3,2,0,3,1,0,40,0
29,2,4,1,1,0,1,48,0
59,2,7,4,4,0,1,80,1
58,3,2,4,1,0,1,40,1
47,3,2,4,1,0,1,45,0
44,3,2,1,4,0,0,45,0
31,3,2,0,2,0,1,40,0
42,2,2,4,1,0,1,35,0
19,3,2,0,2,0,1,25,0
66,3,2,4,3,0,1,50,0
41,3,2,4,1,0,1,45,0
22,3,4,0,3,0,0,30,0
31,3,2,0,3,0,0,30,0
30,3,5,0,3,0,1,40,0
36,2,2,2,2,0,0,16,0
75,0,8,0,0,0,1,40,0
41,1,3,1,5,1,0,36,0
19,3,4,0,1,0,1,20,0
60,3,2,4,2,0,1,40,0
24,3,1,0,1,0,1,40,0
25,3,1,4,1,0,1,40,0
52,3,4,0,4,0,0,50,0
30,3,5,0,4,0,0,45,0
37,3,2,4,1,0,1,40,1
55,2,8,1,4,0,0,30,0
20,3,4,0,4,1,0,24,0
32,3,1,0,2,0,0,15,0
18,3,2,0,2,0,1,35,0
24,3,4,0,1,0,1,40,0
33,1,4,4,2,0,1,45,0
76,0,4,3,0,0,0,40,0
57,1,7,4,2,0,1,14,1
53,3,7,1,5,0,0,38,0
