age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,annual-income 
44,3,191712,15,14,5,12,3,1,2,0,2415,55,1,1
44,4,176063,9,9,5,6,3,1,2,0,0,50,1,1
36,4,198587,13,13,1,12,4,1,2,0,0,40,1,0
26,6,34965,12,10,5,14,3,1,2,0,0,12,1,0
31,3,467108,13,13,0,12,4,1,2,0,0,45,1,1
23,0,263899,9,9,0,0,2,5,2,0,0,12,3,0
29,4,204984,9,9,5,2,3,1,2,0,0,50,1,0
53,4,217568,9,9,3,2,6,5,1,0,0,40,1,0
52,4,48343,10,11,5,14,3,1,2,0,0,40,1,0
55,4,193130,9,9,5,3,3,1,2,0,1887,40,1,1
31,4,253354,6,6,5,13,3,1,2,0,0,40,1,0
19,0,258026,9,9,0,0,4,1,1,0,0,16,1,0
64,0,211360,9,9,3,0,4,1,1,0,0,30,1,0
55,4,191367,9,9,5,13,3,1,2,0,0,40,1,0
48,4,148995,15,14,5,12,3,1,2,0,0,55,1,1
20,4,123901,9,9,0,2,2,1,1,0,0,40,1,0
50,5,117496,9,9,5,9,1,1,1,7298,0,30,1,1
45,3,32356,13,13,5,14,3,1,2,0,0,51,1,0
17,4,206506,6,6,0,3,5,1,2,0,0,10,37,0
38,4,218729,9,9,1,4,4,1,1,0,0,25,1,0
43,4,52498,9,9,1,14,6,1,1,0,0,40,1,1
22,4,136767,9,9,5,2,3,1,2,0,0,30,1,0
63,4,219540,9,9,1,2,4,1,1,0,0,40,1,0
36,4,114059,13,13,5,14,3,1,2,0,0,45,1,0
56,4,247337,13,13,5,12,3,1,2,0,0,50,1,1
43,6,310969,14,15,5,12,3,5,2,0,0,40,1,0
41,4,171546,13,13,5,1,3,1,2,0,0,45,1,1
41,4,217455,9,9,1,9,6,1,1,0,0,40,1,0
36,4,410489,13,13,1,12,4,1,2,0,0,45,1,0
59,4,146391,16,16,5,12,3,1,2,0,0,50,1,1
46,5,165484,11,12,5,14,3,1,2,0,0,44,1,1
23,4,184271,13,13,0,12,4,1,1,0,0,36,1,0
46,2,231347,12,10,2,12,4,1,2,0,0,20,1,0
53,4,95469,13,13,5,9,3,1,2,0,1902,40,1,1
47,4,244025,9,9,0,8,6,3,2,0,0,56,4,0
46,7,46537,15,14,0,12,4,1,1,0,0,40,1,0
47,4,205730,9,9,5,2,3,1,2,0,0,56,1,1
29,4,383745,9,9,5,8,3,1,2,0,1887,30,1,1
32,4,328199,10,11,1,14,6,1,1,0,0,40,1,0
90,4,84553,9,9,5,8,3,1,2,0,0,40,1,0
23,4,123983,10,11,0,12,2,2,2,0,0,40,1,0
76,0,191024,13,13,5,0,3,1,2,0,0,30,1,0
23,4,167868,10,11,0,9,4,1,1,0,0,40,1,0
44,4,225879,12,10,5,9,1,4,1,0,0,30,21,1
81,3,247232,6,6,5,14,1,1,1,2936,0,28,1,0
17,4,143791,6,6,0,4,2,5,1,0,0,12,1,0
56,4,177271,10,11,5,1,3,1,2,0,0,40,1,1
58,7,129786,6,6,5,2,3,1,2,0,0,40,1,0
45,4,31339,13,13,5,9,3,1,2,0,0,45,1,1
25,4,236267,9,9,5,3,3,1,2,0,0,40,1,0
36,4,130620,13,13,5,12,1,2,1,0,0,35,16,1
32,4,208180,10,11,5,1,1,1,1,0,0,24,1,1
25,4,292058,9,9,0,4,5,1,2,0,0,30,1,0
29,7,142712,12,10,5,9,3,1,2,0,0,40,1,1
23,4,119665,9,9,0,9,4,1,2,0,0,60,1,0
41,4,116825,15,14,5,12,3,1,2,0,0,55,1,1
48,6,201177,13,13,5,14,3,5,2,0,0,40,1,1
29,4,118337,9,9,5,6,3,1,2,0,0,60,1,0
27,0,173800,15,14,0,0,6,2,2,0,0,20,28,0
55,4,289257,12,10,5,2,3,1,2,0,0,40,1,0
30,4,190912,7,7,5,3,3,2,2,0,1651,40,20,0
45,4,140581,12,10,3,4,6,5,1,0,0,40,1,0
50,4,174102,9,9,1,2,2,1,2,0,0,40,4,0
22,4,316509,9,9,0,2,4,1,2,0,0,50,1,0
80,5,20101,9,9,3,4,6,3,1,0,0,32,1,0
30,4,187279,9,9,5,3,3,1,2,0,0,44,1,0
20,4,259496,12,10,0,13,2,1,1,0,0,20,1,0
29,2,181466,9,9,5,13,3,1,2,0,0,35,1,0
56,4,178202,12,10,5,8,3,1,2,0,0,40,1,0
63,4,188976,13,13,5,9,3,1,2,0,0,40,1,0
20,4,203027,9,9,0,3,2,1,2,0,0,40,1,0
38,6,142022,9,9,5,9,1,5,1,0,0,40,1,0
31,4,119033,9,9,5,2,3,1,2,0,0,40,1,0
21,4,216181,12,10,0,13,2,1,2,0,0,35,1,0
47,4,178341,6,6,5,8,3,1,2,0,0,46,1,1
25,5,244408,13,13,0,1,6,2,1,0,0,40,20,0
31,4,198953,12,10,2,9,6,5,1,0,0,38,1,0
28,4,173110,9,9,0,14,4,1,1,0,0,40,1,0
38,4,66326,9,9,5,6,3,1,2,0,0,99,1,0
30,5,181091,13,13,5,10,3,1,2,0,0,40,1,0
39,3,135500,9,9,5,14,3,1,2,0,1977,40,1,1
26,4,86483,12,10,0,14,4,1,1,0,0,40,1,0
47,4,167787,9,9,0,9,5,1,1,0,0,40,1,0
27,2,208577,9,9,0,2,4,1,2,0,2258,50,1,0
43,4,216697,12,10,5,10,3,4,2,0,0,32,1,0
32,5,118457,13,13,0,12,4,1,2,0,0,55,1,0
20,4,298635,12,10,0,13,2,2,2,0,0,30,16,0
21,5,212780,8,8,0,3,6,5,1,0,0,20,1,0
32,4,159187,10,11,0,12,4,1,2,0,0,40,1,0
37,4,237995,10,11,1,8,4,5,2,0,0,48,1,0
45,4,160724,9,9,5,2,3,2,2,0,0,40,20,0
37,3,183800,11,12,5,13,3,1,2,0,1887,40,1,1
54,0,185936,5,5,1,0,4,1,1,0,0,15,1,0
24,4,161198,13,13,0,12,4,1,2,0,0,25,1,0
28,0,113635,7,7,0,0,4,1,2,0,0,30,1,0
23,4,214542,12,10,0,5,2,1,2,0,0,40,1,0
54,0,172991,9,9,5,0,3,1,2,0,0,40,1,0
40,4,203761,9,9,5,8,3,1,2,0,0,40,1,1
38,4,161141,12,10,5,2,3,1,2,0,0,48,1,1
71,4,180117,6,6,5,8,3,1,2,0,0,40,1,0
51,4,317396,12,10,1,9,6,1,1,0,0,40,1,0
52,2,237868,12,10,0,9,6,1,2,0,0,5,1,0
30,4,323069,13,13,0,13,4,1,1,0,0,40,1,0
34,4,181091,9,9,5,2,3,1,2,7688,0,40,1,1
38,4,309122,6,6,1,8,4,1,1,0,0,40,1,0
43,7,105936,10,11,0,12,4,1,1,13550,0,40,1,1
43,4,40024,7,7,0,6,4,1,2,0,0,42,1,0
36,7,192443,12,10,0,14,4,5,2,13550,0,40,1,1
24,6,184216,12,10,0,9,2,1,1,0,0,40,1,0
29,0,256211,2,2,0,0,2,2,2,0,0,40,16,0
55,4,205422,6,6,5,4,1,5,1,0,0,40,1,0
51,4,22211,15,14,5,12,3,1,2,0,1902,60,1,1
43,5,196308,9,9,1,14,6,3,1,0,0,40,1,0
28,4,389713,9,9,1,10,4,1,2,0,0,40,1,0
54,4,82566,11,12,5,13,3,1,2,0,0,45,1,0
47,4,199058,12,10,5,12,3,1,2,0,0,40,1,1
47,4,160440,13,13,5,13,3,1,2,0,0,55,1,1
47,4,76034,12,10,5,4,3,1,2,0,0,57,1,1
38,4,188503,12,10,0,9,6,1,1,6497,0,35,1,0
60,2,92845,3,3,5,5,3,1,2,0,0,40,1,0
19,4,29083,9,9,0,13,2,3,1,0,0,25,1,0
22,4,234474,12,10,0,9,2,5,1,0,0,25,1,0
55,5,107308,15,14,5,12,3,1,2,0,0,40,1,1
44,4,111891,12,10,2,13,5,5,1,0,0,35,1,0
53,2,145419,2,2,5,14,3,1,2,7688,0,67,17,1
44,5,193425,15,14,5,12,1,1,1,4386,0,40,1,1
28,7,188278,13,13,0,10,4,1,2,0,0,50,1,0
30,5,303485,12,10,0,6,6,5,1,0,0,40,1,0
39,5,67187,9,9,0,14,2,3,1,0,0,40,1,0
43,6,114508,9,9,1,14,6,1,1,0,0,40,1,0
24,4,204172,13,13,0,13,5,1,1,0,0,40,1,0
27,5,162973,10,11,0,10,4,1,2,0,0,56,1,0
64,2,192695,3,3,5,5,3,1,2,0,0,70,5,0
41,5,89172,12,10,5,5,3,1,2,0,0,40,1,1
28,4,163320,9,9,0,6,2,1,2,0,0,40,1,0
61,4,128230,9,9,5,12,3,1,2,0,0,30,1,0
27,4,246440,7,7,1,8,6,1,1,0,0,40,1,0
49,4,50567,12,10,1,9,4,1,1,0,0,32,1,0
20,4,117476,12,10,5,2,3,1,2,0,0,40,1,0
41,4,315834,13,13,0,12,4,1,1,0,1876,40,1,0
28,5,214881,9,9,5,2,3,1,2,0,0,40,1,0
36,4,195516,9,9,1,8,4,1,2,0,0,40,1,0
44,2,218653,13,13,1,2,2,1,2,0,0,40,1,0
51,4,87205,13,13,5,9,1,1,1,7688,0,20,1,1
40,4,164647,12,10,1,12,6,5,1,0,0,38,1,0
19,4,129151,9,9,0,2,4,1,1,0,0,40,1,0
54,4,319697,12,10,5,12,1,1,1,0,0,40,1,0
55,2,193374,9,9,1,2,4,1,2,0,0,40,1,0
57,4,167864,10,11,3,12,4,1,1,0,0,40,1,0
29,4,197932,12,10,2,7,4,1,1,0,0,30,32,0
51,4,102904,9,9,1,13,6,1,1,0,0,43,1,0
44,4,216907,9,9,1,4,4,1,2,0,0,37,1,0
35,5,331395,10,11,5,10,3,1,2,0,0,42,1,0
40,4,171424,9,9,1,6,4,1,2,0,0,40,1,0
46,4,35406,4,4,2,4,4,1,1,0,0,32,1,0
25,4,238964,12,10,5,2,3,1,2,0,0,60,1,1
33,4,213002,13,13,0,12,4,1,2,0,1408,36,1,0
32,4,27882,12,10,0,8,5,1,1,0,2205,40,41,0
22,4,340543,9,9,0,1,4,1,1,0,0,40,1,0
39,4,70240,12,10,5,13,1,2,1,0,0,40,16,0
18,2,87169,9,9,0,5,2,2,2,0,0,40,1,0
43,4,253759,9,9,1,9,6,5,1,0,0,45,1,0
46,4,194431,9,9,0,1,5,1,2,0,0,40,1,0
63,4,137843,12,10,5,13,3,1,2,7298,0,48,1,1
40,0,170649,12,10,5,0,3,1,2,0,0,8,1,0
59,4,182460,13,13,5,14,3,1,2,0,0,60,1,1
40,5,26929,15,14,0,12,4,1,1,0,0,40,1,0
23,4,399022,9,9,0,4,2,1,2,0,0,35,1,0
64,0,50171,9,9,5,0,3,1,2,0,0,10,1,0
36,4,218490,10,11,5,13,3,1,2,0,0,60,1,0
48,4,164423,9,9,1,8,6,1,1,0,0,40,1,0
43,4,124436,12,10,5,12,1,1,1,0,0,40,1,1
18,4,60981,6,6,0,4,2,1,1,0,0,30,1,0
17,4,70868,7,7,0,2,2,1,2,0,0,16,1,0
53,4,228500,9,9,5,8,3,1,2,0,0,40,1,1
36,6,76767,12,10,1,14,4,1,1,0,0,39,1,0
20,4,218178,9,9,0,3,4,1,2,0,0,40,1,0
22,4,615367,13,13,0,13,4,1,1,0,0,60,1,0
34,4,150324,13,13,5,12,3,1,2,0,0,40,1,1
39,4,51264,7,7,1,4,2,1,2,0,0,40,1,0
57,4,197642,12,10,3,4,4,1,1,0,0,40,1,0
30,4,229895,6,6,1,4,6,1,1,0,0,40,1,0
37,4,167415,14,15,5,12,3,1,2,0,0,60,1,1
51,4,166934,9,9,5,8,3,1,2,0,0,40,1,1
38,4,305597,9,9,0,6,6,1,2,0,0,40,1,0
34,4,301591,9,9,0,14,6,1,1,0,0,35,1,0
47,7,229646,9,9,4,9,4,5,1,0,0,40,4,0
28,2,51461,9,9,5,5,3,1,2,0,0,40,1,0
25,4,206600,6,6,0,4,4,1,2,0,0,24,33,0
25,4,176836,12,10,0,14,4,1,1,0,0,60,1,0
50,4,204447,15,14,5,14,3,1,2,15024,0,65,1,1
50,4,33304,9,9,5,2,3,1,2,0,0,40,1,1
43,4,174051,13,13,5,2,3,1,2,0,0,48,1,0
27,4,38918,9,9,0,6,4,1,2,0,1876,75,1,0
32,4,170017,9,9,5,2,3,1,2,0,0,50,1,0
44,4,98466,6,6,0,5,6,1,2,0,0,35,1,0
19,4,188864,9,9,0,13,6,5,1,0,0,20,1,0
53,3,137815,12,10,3,14,4,1,2,0,0,40,1,1
21,4,43475,9,9,0,10,4,1,2,0,0,40,1,0
26,4,557236,9,9,0,6,4,1,2,0,0,40,1,0
68,4,32779,9,9,5,6,3,1,2,0,419,12,1,0
31,4,161765,12,10,5,13,3,1,2,0,2051,57,1,0
32,4,207668,13,13,0,14,5,1,2,0,2444,50,1,1
33,4,171215,15,14,0,9,2,1,2,0,0,40,1,0
49,0,52590,9,9,0,0,4,5,2,0,0,40,1,0
24,4,183751,7,7,5,2,3,1,2,0,0,65,1,0
30,4,149507,9,9,5,13,3,1,2,0,0,42,1,0
49,4,98092,9,9,5,2,3,1,2,0,0,40,1,1
18,4,123714,7,7,0,3,4,5,2,0,0,40,1,0
30,6,190385,12,10,0,9,4,1,1,0,0,37,1,0
51,4,334273,9,9,5,2,3,1,2,0,0,40,1,0
52,4,343440,12,10,5,12,3,1,2,0,0,40,1,0
52,4,208302,9,9,1,4,5,1,2,0,0,30,1,0
23,5,280164,9,9,0,4,2,5,2,0,0,32,1,0
23,2,174714,6,6,0,2,4,1,2,0,0,60,1,0
36,4,184655,9,9,5,8,3,1,2,0,0,48,1,0
19,4,140459,7,7,0,2,5,1,2,0,0,25,1,0
53,2,108815,9,9,5,2,3,1,2,0,0,60,1,0
17,4,152652,7,7,0,3,2,1,2,0,0,25,1,0
69,4,269499,9,9,3,3,4,1,1,0,0,8,1,0
46,5,33373,13,13,1,12,6,1,1,0,0,40,1,0
33,4,243674,9,9,2,1,4,1,2,0,0,46,1,0
40,4,225432,12,10,5,8,3,1,2,0,0,45,1,0
29,5,195520,15,14,5,12,3,1,2,0,0,40,1,0
41,4,70092,12,10,1,9,6,1,1,0,0,38,1,0
22,4,189888,9,9,5,13,3,1,2,0,0,45,1,0
28,4,64307,4,4,5,2,3,1,2,0,0,40,1,0
31,4,94235,13,13,5,2,3,1,2,0,0,46,1,0
35,4,62333,13,13,0,12,4,1,1,0,0,40,1,0
38,4,260997,12,10,5,8,3,5,2,0,0,40,1,0
17,4,146268,6,6,0,4,2,1,1,0,0,10,1,0
39,4,147258,6,6,5,2,3,1,2,0,0,40,1,0
27,2,207948,12,10,0,4,4,5,2,0,0,40,1,0
50,4,180607,9,9,0,9,2,1,1,0,0,40,1,0
56,5,104996,9,9,5,6,3,1,2,0,0,40,1,0
80,2,562336,9,9,5,5,3,1,2,0,0,20,1,0
38,2,334366,12,10,5,5,1,1,1,0,0,15,1,0
52,6,142757,9,9,5,10,3,5,2,0,0,40,1,1
26,5,220656,13,13,0,12,2,5,2,0,0,38,3,0
43,4,96483,9,9,1,4,2,2,1,0,0,40,11,0
45,4,51744,13,13,0,14,4,1,1,0,0,42,1,0
41,3,114967,10,11,5,14,3,5,2,0,0,40,1,1
30,4,393965,11,12,1,9,4,1,1,0,0,25,1,0
24,4,41838,12,10,5,2,3,1,2,2407,0,40,1,0
43,5,143046,12,10,1,4,6,1,1,0,0,20,1,0
44,4,209174,13,13,5,14,3,1,2,0,0,70,1,1
54,4,183248,9,9,1,6,4,5,2,0,0,40,1,0
23,4,102942,13,13,0,12,2,1,1,0,2258,40,1,1
33,2,427474,9,9,5,13,3,1,2,0,0,60,1,1
18,4,338632,7,7,0,4,2,1,2,0,0,16,1,0
38,4,89559,12,10,2,12,6,1,1,0,0,40,6,0
41,2,32533,10,11,5,5,3,1,2,0,0,45,1,0
22,0,255969,8,8,0,0,4,1,2,0,0,48,1,0
66,3,112376,4,4,5,2,3,1,2,0,0,40,1,1
70,0,346053,9,9,5,0,3,1,2,0,0,40,1,0
60,2,44915,15,14,1,12,6,1,1,0,0,10,1,0
24,5,111450,6,6,0,2,6,5,2,0,0,65,29,0
61,4,171429,7,7,1,4,6,1,1,0,0,36,1,0
35,5,190964,13,13,5,2,3,1,2,0,0,40,1,0
19,4,109005,12,10,0,12,2,1,1,0,0,40,1,0
52,4,404453,9,9,0,9,6,5,1,0,0,40,1,0
38,2,280169,13,13,5,13,3,1,2,7298,0,50,1,1
39,2,163204,9,9,5,13,3,1,2,0,0,40,1,0
33,2,192256,13,13,5,2,3,1,2,0,0,50,1,0
52,4,181755,9,9,1,9,6,1,1,0,0,40,1,0
41,4,183105,9,9,2,8,6,1,1,0,0,44,13,0
37,4,335168,12,10,5,13,3,1,2,0,0,55,1,0
38,5,86643,13,13,5,12,3,1,2,0,0,45,1,1
27,4,180262,12,10,0,14,4,1,1,0,0,40,1,0
38,4,127865,15,14,0,9,6,1,1,0,0,40,1,0
38,2,146042,13,13,5,12,3,2,2,3103,0,60,1,1
49,2,102110,9,9,5,1,3,1,2,0,0,30,1,1
22,4,202745,9,9,0,8,5,1,2,0,0,55,1,0
40,7,199303,11,12,5,12,3,1,2,0,0,40,1,1
20,4,266467,9,9,5,2,3,1,2,0,0,40,1,0
34,7,345259,16,16,0,12,4,1,1,0,0,99,1,0
24,4,204935,15,14,0,9,4,1,2,0,0,56,1,0
58,7,244830,13,13,2,12,4,1,2,4787,0,40,1,1
24,4,190457,12,10,0,9,2,1,1,0,0,40,1,0
43,4,180138,9,9,0,2,4,1,2,0,0,45,1,0
38,4,166585,9,9,0,14,2,1,1,0,0,40,1,0
42,4,29962,9,9,5,2,3,1,2,0,0,40,1,0
27,4,191129,12,10,5,8,3,1,2,0,0,40,1,0
18,4,378707,6,6,0,13,2,1,1,0,0,20,1,0
37,4,116358,9,9,0,2,5,3,2,27828,0,48,1,1
48,4,240629,9,9,1,6,4,1,2,0,0,65,1,0
40,4,233320,4,4,2,4,4,1,1,0,0,25,1,0
50,3,302708,13,13,5,14,3,2,2,7688,0,50,9,1
57,4,29375,9,9,2,13,4,3,1,0,0,35,1,0
36,5,137314,12,10,5,10,3,1,2,0,0,60,1,1
41,4,140886,9,9,5,5,3,1,2,0,0,40,1,0
90,4,226968,4,4,5,8,3,1,2,0,0,40,1,0
66,4,151793,4,4,3,4,4,5,1,0,0,10,1,0
34,2,56460,9,9,5,5,1,1,1,0,2179,12,1,0
23,4,72887,9,9,0,2,2,2,2,0,0,1,20,0
35,4,261646,9,9,5,10,3,1,2,0,0,55,1,0
32,4,178615,9,9,5,2,3,1,2,2407,0,40,1,0
33,4,295589,13,13,0,12,4,5,2,0,0,50,1,1
32,3,377836,10,11,5,14,3,1,2,0,0,40,1,0
31,4,56510,12,10,5,2,3,2,2,0,0,40,1,0
32,2,337696,12,10,5,13,3,1,2,0,0,50,1,0
40,4,183765,9,9,5,4,3,1,2,0,0,40,1,0
27,2,107846,9,9,0,10,4,1,2,0,0,30,1,0
34,5,22641,9,9,0,10,4,3,2,0,0,40,1,0
35,4,204590,10,11,5,4,1,5,1,0,0,40,1,1
29,4,114801,12,10,5,14,3,1,2,0,0,40,1,0
41,4,190591,9,9,2,4,6,5,1,0,0,20,1,0
33,6,220066,16,16,5,12,1,1,1,0,0,48,1,1
22,0,228480,9,9,5,0,2,1,1,0,0,20,1,0
52,4,128378,13,13,5,12,3,1,2,0,0,40,1,1
20,4,157595,9,9,5,2,3,1,2,0,0,40,1,0
18,5,152171,7,7,0,10,2,1,2,0,0,10,1,0
49,4,240841,4,4,1,4,6,1,1,0,0,35,1,0
58,4,94345,9,9,5,13,3,1,2,0,0,40,1,0
23,2,289116,9,9,1,4,6,1,1,0,0,50,1,0
59,4,176647,9,9,5,2,3,1,2,0,0,40,1,1
49,2,79627,12,10,5,14,3,1,2,0,0,40,1,0
23,5,210781,13,13,0,12,2,1,1,0,0,15,1,0
17,0,161981,6,6,0,0,2,1,2,0,0,40,1,0
20,4,493443,7,7,0,3,4,1,2,0,0,40,1,0
36,4,86459,10,11,5,14,3,1,2,0,1887,50,1,1
64,4,312242,12,10,3,14,4,1,1,0,0,3,1,0
34,4,185408,12,10,0,14,4,1,1,0,0,40,1,0
63,4,101077,11,12,4,9,5,1,1,0,0,35,1,0
51,4,147200,9,9,0,9,4,5,1,0,0,40,1,0
40,6,166327,12,10,1,9,4,5,1,0,0,35,1,0
55,4,178644,5,5,5,2,3,1,2,0,0,55,1,0
30,4,158420,13,13,0,8,4,1,2,0,0,25,1,0
47,0,83046,13,13,5,0,3,1,2,0,0,18,1,0
17,0,170320,7,7,0,0,2,1,1,0,0,8,1,0
32,2,37232,14,15,5,12,3,1,2,7688,0,45,1,1
55,4,141877,13,13,5,8,3,1,2,0,0,40,1,0
47,5,81654,12,10,1,14,4,1,2,0,0,56,1,1
50,4,177705,13,13,1,4,4,1,2,0,0,40,1,0
42,4,124792,9,9,5,2,3,5,2,7688,0,45,1,1
32,2,129497,12,10,5,2,3,1,2,0,0,55,1,1
60,4,114413,11,12,5,13,3,1,2,0,0,30,1,0
53,4,189511,9,9,5,2,3,1,2,0,0,40,1,0
58,4,111625,13,13,3,14,6,1,2,8614,0,40,1,1
45,4,246431,13,13,0,12,4,1,2,0,0,30,1,0
31,4,147654,9,9,0,14,2,1,2,0,0,40,1,0
32,2,443546,9,9,0,2,4,1,2,0,0,40,1,0
37,4,281751,12,10,1,4,6,1,1,0,0,30,1,0
28,4,263128,12,10,0,9,4,1,1,0,0,60,1,0
26,4,292692,8,8,0,2,4,1,2,0,0,40,21,0
47,3,96798,9,9,5,14,3,1,2,0,0,80,1,1
34,4,430554,12,10,5,14,3,1,2,0,0,50,1,1
42,4,317078,9,9,1,8,4,5,2,0,0,40,1,0
48,4,108557,13,13,5,1,1,1,1,99999,0,40,1,1
32,4,207400,9,9,0,8,6,5,1,0,0,40,1,0
35,4,187089,10,11,5,14,1,1,1,0,0,42,1,1
46,5,398986,16,16,5,12,1,1,1,0,1902,52,1,1
38,4,238980,12,10,5,4,3,1,2,0,0,40,1,0
49,0,407495,9,9,4,0,4,1,2,0,0,70,1,0
35,4,183800,13,13,5,9,3,1,2,0,0,40,1,1
61,0,226989,9,9,1,0,4,1,2,4865,0,40,1,0
45,4,287190,11,12,1,9,6,5,2,0,0,35,1,0
31,4,111363,13,13,0,14,4,1,2,0,0,40,1,0
52,3,260938,12,10,5,14,3,1,2,0,0,60,1,1
20,4,183594,12,10,0,3,2,1,2,0,0,50,1,0
64,0,49194,7,7,5,0,3,1,2,0,0,30,1,0
20,0,117618,12,10,0,0,2,1,2,0,0,40,1,0
24,4,172496,15,14,0,1,4,1,2,0,0,50,1,0
29,4,389713,10,11,5,2,3,1,2,0,0,40,1,1
23,4,174413,13,13,0,14,4,1,1,0,0,40,1,0
34,6,189843,9,9,5,9,3,1,2,0,0,40,1,0
54,4,198546,15,14,3,9,6,1,1,0,0,38,1,0
21,4,82497,12,10,0,4,4,1,1,0,0,30,1,0
23,4,193090,13,13,0,9,2,1,1,0,0,30,1,0
79,4,172220,4,4,3,7,4,1,1,2964,0,30,1,0
55,4,208451,15,14,5,14,3,1,2,0,0,40,1,1
42,0,234277,9,9,4,0,4,1,2,0,0,35,1,0
60,4,163729,9,9,1,1,6,1,1,2597,0,40,1,0
37,4,434097,11,12,1,2,4,5,2,0,0,40,1,0
47,4,192053,9,9,1,6,4,1,2,0,1590,40,1,0
20,6,178628,12,10,0,9,2,1,2,0,0,40,1,0
53,4,96827,13,13,0,4,4,1,2,0,0,40,5,0
34,4,154667,9,9,5,8,1,1,1,0,0,40,1,0
43,4,160246,12,10,1,12,6,5,1,0,0,40,1,0
24,2,166036,12,10,5,6,3,1,2,0,0,60,1,0
23,4,186813,9,9,0,10,2,3,2,0,0,40,1,0
29,4,162312,10,11,0,8,4,4,2,0,0,40,1,0
58,4,183893,12,10,1,9,6,5,1,0,0,40,1,0
55,0,270228,11,12,5,0,3,5,2,7688,0,40,1,1
40,4,111829,15,14,0,9,2,1,1,0,0,40,1,0
43,7,175669,12,10,5,9,1,1,1,0,0,40,1,0
25,6,104097,15,14,0,14,4,1,2,0,0,40,1,0
23,5,117618,13,13,0,12,2,1,2,0,0,24,1,0
34,3,202450,9,9,5,2,3,1,2,0,0,50,1,0
26,4,109570,12,10,2,13,6,1,1,0,0,35,1,0
60,4,101096,16,16,0,12,4,1,1,0,0,65,1,1
39,4,236391,9,9,5,6,3,1,2,0,0,50,1,1
21,4,136975,9,9,0,4,2,1,2,0,0,40,1,0
45,4,167523,9,9,5,6,3,1,2,0,2179,45,1,0
33,4,240979,12,10,0,14,4,1,2,0,0,40,1,0
26,4,248612,13,13,0,14,4,1,2,0,0,70,1,1
39,4,151023,12,10,1,9,6,1,1,114,0,45,1,0
29,4,236436,11,12,0,12,4,1,1,8614,0,40,1,1
29,0,153167,12,10,0,0,2,5,1,0,0,40,1,0
52,4,61735,7,7,5,4,3,1,2,0,0,40,1,0
34,4,243165,13,13,5,4,3,1,2,0,0,30,1,1
24,4,388885,9,9,0,8,4,1,2,0,0,48,1,0
77,3,84979,16,16,5,5,3,1,2,20051,0,40,1,1
34,2,87209,15,14,5,5,3,1,2,0,0,60,1,0
53,2,168539,5,5,5,5,3,1,2,0,0,70,1,0
31,4,179013,9,9,2,2,4,5,2,0,0,40,1,0
58,4,196643,9,9,1,13,4,1,1,0,0,15,1,0
50,2,68898,15,14,5,13,3,1,2,7688,0,55,1,1
32,4,156464,9,9,5,2,3,1,2,0,0,40,1,0
57,4,35884,9,9,1,4,4,1,1,0,0,40,1,0
32,4,182714,9,9,0,13,4,1,1,0,0,45,1,0
77,4,344425,5,5,5,7,1,5,1,0,0,10,1,0
37,2,177277,12,10,0,2,4,1,2,0,0,40,1,0
51,4,70767,9,9,5,9,5,1,1,0,0,40,1,0
33,2,520078,11,12,1,13,6,5,2,0,0,60,1,0
53,5,321770,9,9,4,6,5,1,1,0,0,35,1,0
32,4,158416,9,9,1,13,4,1,2,0,0,50,1,0
30,4,312667,12,10,5,2,3,1,2,0,0,40,1,0
19,4,208656,12,10,0,9,2,1,1,594,0,20,1,0
33,4,31481,13,13,4,4,6,1,1,0,0,24,1,0
31,4,259531,10,11,0,9,4,1,1,0,0,40,1,0
28,4,186239,12,10,0,9,6,5,1,0,0,40,1,0
19,4,162954,8,8,0,4,2,1,1,0,0,20,1,0
27,4,249315,9,9,5,13,3,1,2,0,0,60,1,0
21,4,308237,3,3,5,3,3,1,2,0,0,40,21,0
24,4,103064,13,13,0,12,4,1,1,0,0,40,1,0
46,4,185847,9,9,1,6,4,1,2,0,0,54,1,0
31,4,168521,13,13,0,14,4,1,1,0,0,40,1,0
60,4,198170,12,10,5,6,3,1,2,0,0,40,1,1
21,4,353628,6,6,2,13,6,5,1,0,0,38,1,0
38,0,273285,7,7,0,0,4,1,1,0,0,32,1,0
31,4,272069,10,11,1,6,4,1,2,0,0,40,1,0
26,4,22328,13,13,5,13,3,1,2,0,0,40,1,1
46,4,309212,9,9,1,7,4,1,1,0,0,25,1,0
25,3,148888,9,9,5,14,3,1,2,0,0,60,1,1
23,5,324637,12,10,0,9,4,1,2,0,0,30,1,0
53,3,55139,15,14,5,14,3,1,2,0,0,40,1,1
42,0,212206,15,14,5,0,1,1,1,0,1887,48,1,1
29,4,119004,9,9,5,9,1,1,1,0,2179,40,1,0
45,4,252079,12,10,5,12,3,1,2,0,0,50,1,1
70,4,315868,13,13,1,9,4,1,2,0,0,40,1,0
55,3,392325,13,13,5,13,3,1,2,99999,0,60,1,1
40,6,174283,16,16,5,12,3,1,2,0,1887,50,1,1
17,4,126832,6,6,0,4,2,1,2,0,0,30,1,0
18,4,126071,9,9,0,2,2,1,2,0,0,40,1,0
34,4,265706,15,14,0,13,6,1,2,0,0,60,1,1
41,4,282964,12,10,1,9,4,1,1,0,0,40,1,0
